,kyhmyjoutsen,laulujoutsen,sinisorsa,tukkasotka,alli,telkkä,tukkakoskelo,isokoskelo,merimetso,harmaahaikara,merikotka,varpushaukka,hiirihaukka,muuttohaukka,kalalokki,harmaalokki,merilokki,käpytikka,tilhi,mustarastas,räkättirastas,sinitiainen,talitiainen,viherpeippo,vihervarpunen,urpiainen,tavi,lapasotka,piekana,punarinta,harakka,varis,punatulkku,kanadanhanhi,kanahaukka,korppi,nokikana,naurulokki,haahka,pikkutikka,isokäpylintu,uivelo,kesykyyhky,hippiäinen,hömötiainen,puukiipijä,pilkkasiipi,töyhtötiainen,naakka,tikli,sarvipöllö,lehtopöllö,punasotka,peippo,töyhtöhyyppä,uuttukyyhky,kiuru,mustavaris,kottarainen,merihanhi,sepelkyyhky,pulmunen,keltasirkku,kulorastas,kaakkuri,silkkiuikku,västäräkki,ristisorsa,kurki,tylli,niittykirvinen,laulurastas,punakylkirastas,lapinsirkku,pajusirkku,kapustarinta,lehtokurppa,rautiainen,järripeippo,haapana,mustalintu,tuulihaukka,peukaloinen,viiksitimali,isolepinkäinen,punajalkaviklo,metsähanhi,tundrahanhi,valkoposkihanhi,kyhmyhaahka,meriharakka,riskilä,kangaskiuru,pikkukäpylintu,selkälokki,luotokirvinen,hemppo,tunturikiuru,jouhisorsa,kuovi,pikkuvarpunen,nokkavarpunen,harmaasorsa,kuikka,sääksi,metsäviklo,taivaanvuohi,lapasorsa,ruskosuohaukka,suopöllö,mustaleppälintu,ampuhaukka,tiltaltti,kuusitiainen,sinisuohaukka,kivitasku,merikihu,räyskä,pikkujoutsen,härkälintu,pikkukuovi,metsäkirvinen,varpunen,teeri,mustakurkku-uikku,punakuiri,kalatiira,ruokki,lapintiira,valkoviklo,pohjansirkku,nuolihaukka,pikkutylli,rantasipi,pikkulokki,turkinkyyhky,käenpiika,haarapääsky,pajulintu,avosetti,liro,hernekerttu,mustapääkerttu,kirjosieppo,heinätavi,karikukko,leppälintu,sepelrastas,pikkukajava,jänkäkurppa,pääsky,keltavästäräkki,satakieli,pensastasku,sirittäjä,peltosirkku,suosirri,mustaviklo,räystäspääsky,pikkusieppo,pensaskerttu,suokukko,lapinsirri,leveäpyrstökihu,käki,tervapääsky,törmäpääsky,harmaasieppo,sinirinta,ruokokerttunen,pikkulepinkäinen,allihaahka,rytikerttunen,punavarpunen,pensassirkkalintu,mehiläishaukka,sitruunavästäräkki,lehtokerttu,idänuunilintu,pussitiainen,kultarinta,keltahemppo,palokärki,luhtakerttunen,sepelhanhi,rastaskerttunen,jalohaikara,tundrakurmitsa,kahlaaja,vesipääsky,isosirri,jänkäsirriäinen,viitakerttunen,kirjokerttu,punajalkahaukka,kehrääjä,kirjosiipikäpylintu,riuttatiira,kuovisirri,harmaapäätikka,mustapyrstökuiri,pikkusirri,heinäkurppa,luhtakana,pähkinähakki,haarahaukka,lapinkirvinen,närhi,arokotka,arosuohaukka,pulmussirri,tunturikihu,valkoselkätikka,taigauunilintu,pähkinänakkeli,pohjantikka,pyrstötiainen,helmipöllö,maakotka,hippiäisuunilintu,turturikyyhky,varpuspöllö,koskikara,taviokuurna,taigakirvinen,vuorihemppo,lyhytvarvaskiuru,tundraurpiainen,fasaani,amerikanjääkuikka,mustatiira,jääkuikka,nummikirvinen,mehiläissyöjä,keräkurmitsa,sepelsieppo,kuhankeittäjä,kiljukotka,pikkutiira,viitasirkkalintu,nokivaris,pikkukultarinta,virtavästäräkki,etelänkiisla,vuoriuunilintu,lyhytnokkahanhi,huuhkaja,isokirvinen,isovesipääsky,ruskouunilintu,harmaasirkku,pikku-uikku,isolokki,metso,kattohaikara,ruisrääkkä,amerikantukkasotka,kyhmypilkkasiipi,liejukana,kaulushaikara,hiiripöllö,mustakaularastas,pikkusirkku,merisirri,harjalintu,mustapäätasku,luhtahuitti,lumihanhi,punakaulahanhi,lampiviklo,rantakurvi,tunturihaukka,punakottarainen,viirupöllö,rusorintakerttu,isohaarahaukka,lapintiainen,kuningaskalastaja,viitatiainen,taigarautiainen,lapinpöllö,kashmirinuunilintu,aroharmaalokki,ruostesorsa,mustahaikara,sinipyrstö,kääpiökerttu,punapäänarsku,tulipäähippiäinen,niittysuohaukka,palsasirri
2019-05-26,0.0,0.0,15.0,4.0,22.0,19.0,27.0,13.0,25.0,0.0,0.0,,,,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,2.0,,,2.0,,0.0,,0.0,,,,0.0,,8.0,3.0,,,,,,,0.0,139.0,,,1.0,,,,8.0,0.0,,,,5.0,0.0,3.0,,,,1.0,1.0,0.0,,,0.0,,0.0,,,,,,,,,175.0,,,,,0.0,,,0.0,,0.0,1.0,,,,,,,,,,,,37.0,,,,,,,,,,,,0.0,6.0,1.0,,,1.0,0.0,,,,,0.0,3.0,0.0,,,1.0,,0.0,,,,8.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,0.0,5.0,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-27,0.0,0.0,0.0,5.0,4.0,5.0,2.0,7.0,,1.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,,,,0.0,,0.0,0.0,,,,,,,0.0,11.0,,,0.0,,,,2.0,,,,,0.0,0.0,0.0,,,,9.0,,0.0,,,0.0,,,,,,,,,,,28.0,,,,,0.0,,,,,0.0,,,,1.0,0.0,,,,,,,,20.0,,,,0.0,,,,,,,,,6.0,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-28,0.0,0.0,4.0,7.0,34.0,5.0,8.0,29.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,0.0,,2.0,84.0,,,,,,,0.0,37.0,,,0.0,,,,0.0,,,0.0,,7.0,0.0,10.0,,,,3.0,,0.0,0.0,2.0,2.0,,0.0,,,0.0,,0.0,,,,33.0,,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,,,,,6.0,,,,0.0,,,,,0.0,,,0.0,0.0,1.0,,,,2.0,,,,,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,1.0,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,,685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-29,0.0,0.0,0.0,3.0,12.0,89.0,3.0,18.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,,,,0.0,,2.0,82.0,,,,,,,0.0,17.0,,,,,,,5.0,,,1.0,,11.0,0.0,0.0,,0.0,,2.0,,0.0,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,,3.0,,0.0,,,,,0.0,,,0.0,,,1.0,,4.0,,,,5.0,,,,,0.0,,,0.0,2.0,,,,,1.0,,,,,0.0,,0.0,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,0.0,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30,0.0,0.0,0.0,0.0,,72.0,5.0,26.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,,,,0.0,,5.0,59.0,,,,,,,0.0,51.0,,9.0,2.0,,,,0.0,,,,,4.0,0.0,26.0,,,,13.0,,0.0,,7.0,1.0,,0.0,0.0,,1.0,,,0.0,,0.0,11.0,1.0,,,,0.0,,,0.0,,0.0,,,13.0,2.0,0.0,,,1.0,1.0,,,,59.0,,,,0.0,,,,1.0,,,,0.0,1.0,,,,,0.0,,,,195.0,0.0,,0.0,,,,,0.0,,,,6.0,0.0,,,0.0,0.0,0.0,,1.0,,,,,1.0,1.0,0.0,0.0,0.0,,244.0,,2.0,,0.0,,,,0.0,2.0,1.0,6.0,,0.0,,,0.0,0.0,,12.0,,0.0,,,0.0,,,,462.0,,,2436.0,,4.0,726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,0.0,0.0,0.0,1.0,,23.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,,0.0,196.0,,,,,,,0.0,28.0,,,,,,,0.0,,,,,,0.0,0.0,,0.0,,3.0,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,14.0,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,0.0,,0.0,,,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,,,0.0,,,0.0,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-03,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0,,,2.0,,0.0,0.0,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04,0.0,0.0,0.0,0.0,0.0,5.0,29.0,0.0,67.0,0.0,0.0,3.0,2.0,,0.0,0.0,0.0,0.0,,2.0,11.0,22.0,8.0,12.0,46.0,14.0,0.0,,12.0,0.0,,0.0,5.0,2.0,0.0,0.0,,13.0,356.0,,1.0,0.0,1.0,0.0,,1.0,,,9.0,7.0,,,,303.0,31.0,1.0,11.0,,25.0,1.0,202.0,,33.0,49.0,,,13.0,5.0,301.0,0.0,4.0,1.0,8.0,,4.0,,0.0,15.0,11.0,0.0,2.0,1.0,0.0,,2.0,,,,5.0,,40.0,,,,,2.0,10.0,,,2.0,6.0,,,3.0,,,0.0,,,,,1.0,,,,,,1.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-05,0.0,0.0,0.0,23.0,176.0,15.0,38.0,4.0,7.0,2.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,,1.0,0.0,,0.0,,,,0.0,,0.0,288.0,,3.0,,,0.0,,,34.0,,31.0,2.0,,,,125.0,,2.0,3.0,2.0,2.0,0.0,57.0,,4.0,1.0,2.0,,13.0,,1.0,0.0,12.0,0.0,,,3.0,,,2.0,,7.0,1574.0,,0.0,,,0.0,,,160.0,,0.0,,,,,0.0,9.0,,1.0,,,6.0,0.0,20.0,,,,30.0,,,,,0.0,,,0.0,2.0,,,,3.0,45.0,,,,6.0,0.0,,0.0,3.0,,,,0.0,,,0.0,2.0,0.0,,7.0,0.0,0.0,,,,0.0,,,,,1.0,,,0.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-06,0.0,0.0,0.0,3.0,,31.0,1.0,28.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,,,,,0.0,,,,0.0,,24.0,110.0,0.0,1.0,,,,,0.0,12.0,0.0,,,,,,59.0,,,,,31.0,,23.0,,,2.0,,,0.0,,,0.0,1.0,0.0,,,0.0,,,,,,30.0,1.0,,,,0.0,,,7.0,,0.0,,,39.0,,,,,0.0,,,2.0,,28.0,,,,,,,,,,,,,0.0,,,,,3.0,,,,,0.0,2.0,0.0,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,0.0,,,,,,,,1.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,,0.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-08,0.0,,0.0,10.0,,6.0,,0.0,46.0,1.0,0.0,0.0,,0.0,12.0,0.0,0.0,0.0,,0.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,,17.0,0.0,,,,,,,0.0,10.0,,,,,,,13.0,,,,,11.0,,,,,,,,29.0,,,18.0,2.0,0.0,,,1.0,,,,,,,,,,,0.0,,,,,0.0,1.0,,,,,1.0,,,9.0,14.0,,,,,1.0,3.0,0.0,,,,,,,,0.0,5.0,0.0,,,,7.0,,,,,5.0,,,2.0,,1.0,,,,,,55.0,1.0,,15.0,0.0,,0.0,,,,,,,,25.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,3.0,,,0.0,0.0,14.0,1.0,,,,,,2.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-09,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,0.0,23.0,,,30.0,0.0,0.0,,,,,3.0,2.0,0.0,169.0,,0.0,,,0.0,,0.0,,,,0.0,,13.0,9.0,,,,,0.0,,0.0,,,,,,,,79.0,,,,,,,,,,,,,91.0,,12.0,0.0,8.0,,,,,,,,,11.0,18.0,1.0,0.0,,,,,,,,,,,,2.0,7.0,,,0.0,0.0,6.0,,2.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,54.0,,,,,,,,0.0,,,,0.0,,,,48.0,0.0,,,0.0,,,,,,,,,,33.0,,0.0,,,2.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-10,0.0,,0.0,0.0,,0.0,,0.0,7.0,0.0,18.0,13.0,,,0.0,0.0,0.0,,1.0,0.0,6.0,186.0,17.0,48.0,1254.0,3.0,,0.0,,0.0,3.0,46.0,15.0,,7.0,0.0,,0.0,0.0,6.0,,,,3.0,131.0,1.0,0.0,,1640.0,28.0,0.0,0.0,,64.0,,,4.0,,59.0,,84.0,,9.0,2.0,1.0,,1.0,,,,15.0,6.0,2.0,1.0,3.0,0.0,,8.0,114.0,0.0,,,0.0,,2.0,,,,90.0,,,,3.0,,,,138.0,,,,94.0,,,,,,,,,0.0,,,0.0,21.0,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,220.0,,,,,4.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-11,0.0,39.0,0.0,0.0,0.0,7.0,,8.0,2.0,0.0,0.0,4.0,2.0,,0.0,0.0,0.0,,722.0,0.0,96.0,72.0,3.0,5.0,51.0,32.0,,,,,0.0,5.0,69.0,23.0,4.0,0.0,,0.0,,1.0,,,,0.0,0.0,0.0,,,,1.0,,,,26.0,,1.0,,,,,9.0,,1.0,,,,,,,,,,1.0,,1.0,,,,0.0,,,,,,,,,,,,,,1.0,17.0,,,,,,,25.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-13,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,0.0,,0.0,0.0,,,,,,,0.0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,,,,0.0,,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-14,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,,,0.0,,0.0,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,0.0,0.0,,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-16,0.0,0.0,0.0,8.0,,46.0,0.0,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,0.0,,,,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,,6.0,0.0,,,,9.0,,6.0,,,,1.0,,0.0,,,0.0,,0.0,,,,,,,,0.0,2.0,,,,,,,,0.0,,0.0,,,38.0,,,,,0.0,,,,,8.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,7.0,0.0,1.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-17,0.0,0.0,0.0,5.0,,40.0,18.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,120.0,,,,,,,0.0,,,,0.0,,0.0,0.0,,5.0,,,,,0.0,2.0,,,,,,,59.0,0.0,,,,115.0,,41.0,,,,1.0,,0.0,,,,,0.0,,,,,,,,0.0,6.0,,,,,0.0,,,0.0,,0.0,3.0,,72.0,,,0.0,,,,,,,1.0,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,2.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,0.0,,,0.0,1.0,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-20,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,,,6.0,0.0,,0.0,,,,,0.0,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,,0.0,,0.0,,,18.0,,,,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
