,kyhmyjoutsen,laulujoutsen,sinisorsa,tukkasotka,alli,telkkä,tukkakoskelo,isokoskelo,merimetso,harmaahaikara,merikotka,varpushaukka,hiirihaukka,muuttohaukka,kalalokki,harmaalokki,merilokki,käpytikka,tilhi,mustarastas,räkättirastas,sinitiainen,talitiainen,viherpeippo,vihervarpunen,urpiainen,tavi,lapasotka,piekana,punarinta,harakka,varis,punatulkku,kanadanhanhi,kanahaukka,korppi,nokikana,naurulokki,haahka,pikkutikka,isokäpylintu,uivelo,kesykyyhky,hippiäinen,hömötiainen,puukiipijä,pilkkasiipi,töyhtötiainen,naakka,tikli,sarvipöllö,lehtopöllö,punasotka,peippo,töyhtöhyyppä,uuttukyyhky,kiuru,mustavaris,kottarainen,merihanhi,sepelkyyhky,pulmunen,keltasirkku,kulorastas,kaakkuri,silkkiuikku,västäräkki,ristisorsa,kurki,tylli,niittykirvinen,laulurastas,punakylkirastas,lapinsirkku,pajusirkku,kapustarinta,lehtokurppa,rautiainen,järripeippo,haapana,mustalintu,tuulihaukka,peukaloinen,viiksitimali,isolepinkäinen,punajalkaviklo,metsähanhi,tundrahanhi,valkoposkihanhi,kyhmyhaahka,meriharakka,riskilä,kangaskiuru,pikkukäpylintu,selkälokki,luotokirvinen,hemppo,tunturikiuru,jouhisorsa,kuovi,pikkuvarpunen,nokkavarpunen,harmaasorsa,kuikka,sääksi,metsäviklo,taivaanvuohi,lapasorsa,ruskosuohaukka,suopöllö,mustaleppälintu,ampuhaukka,tiltaltti,kuusitiainen,sinisuohaukka,kivitasku,merikihu,räyskä,pikkujoutsen,härkälintu,pikkukuovi,metsäkirvinen,varpunen,teeri,mustakurkku-uikku,punakuiri,kalatiira,ruokki,lapintiira,valkoviklo,pohjansirkku,nuolihaukka,pikkutylli,rantasipi,pikkulokki,turkinkyyhky,käenpiika,haarapääsky,pajulintu,avosetti,liro,hernekerttu,mustapääkerttu,kirjosieppo,heinätavi,karikukko,leppälintu,sepelrastas,pikkukajava,jänkäkurppa,pääsky,keltavästäräkki,satakieli,pensastasku,sirittäjä,peltosirkku,suosirri,mustaviklo,räystäspääsky,pikkusieppo,pensaskerttu,suokukko,lapinsirri,leveäpyrstökihu,käki,tervapääsky,törmäpääsky,harmaasieppo,sinirinta,ruokokerttunen,pikkulepinkäinen,allihaahka,rytikerttunen,punavarpunen,pensassirkkalintu,mehiläishaukka,sitruunavästäräkki,lehtokerttu,idänuunilintu,pussitiainen,kultarinta,keltahemppo,palokärki,luhtakerttunen,sepelhanhi,rastaskerttunen,jalohaikara,tundrakurmitsa,kahlaaja,vesipääsky,isosirri,jänkäsirriäinen,viitakerttunen,kirjokerttu,punajalkahaukka,kehrääjä,kirjosiipikäpylintu,riuttatiira,kuovisirri,harmaapäätikka,mustapyrstökuiri,pikkusirri,heinäkurppa,luhtakana,pähkinähakki,haarahaukka,lapinkirvinen,närhi,arokotka,arosuohaukka,pulmussirri,tunturikihu,valkoselkätikka,taigauunilintu,pähkinänakkeli,pohjantikka,pyrstötiainen,helmipöllö,maakotka,hippiäisuunilintu,turturikyyhky,varpuspöllö,koskikara,taviokuurna,taigakirvinen,vuorihemppo,lyhytvarvaskiuru,tundraurpiainen,fasaani,amerikanjääkuikka,mustatiira,jääkuikka,nummikirvinen,mehiläissyöjä,keräkurmitsa,sepelsieppo,kuhankeittäjä,kiljukotka,pikkutiira,viitasirkkalintu,nokivaris,pikkukultarinta,virtavästäräkki,etelänkiisla,vuoriuunilintu,lyhytnokkahanhi,huuhkaja,isokirvinen,isovesipääsky,ruskouunilintu,harmaasirkku,pikku-uikku,isolokki,metso,kattohaikara,ruisrääkkä,amerikantukkasotka,kyhmypilkkasiipi,liejukana,kaulushaikara,hiiripöllö,mustakaularastas,pikkusirkku,merisirri,harjalintu,mustapäätasku,luhtahuitti,lumihanhi,punakaulahanhi,lampiviklo,rantakurvi,tunturihaukka,punakottarainen,viirupöllö,rusorintakerttu,isohaarahaukka,lapintiainen,kuningaskalastaja,viitatiainen,taigarautiainen,lapinpöllö,kashmirinuunilintu,aroharmaalokki,ruostesorsa,mustahaikara,sinipyrstö,kääpiökerttu,punapäänarsku,tulipäähippiäinen,niittysuohaukka,palsasirri
2012-04-07,0.0,0.0,0.0,3.0,,13.0,15.0,0.0,48.0,11.0,0.0,,,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,,,,,0.0,,,,0.0,,14.0,0.0,0.0,,,,,,0.0,2.0,,,,,,,276.0,,,,,3.0,0.0,27.0,,,,1.0,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,,,,0.0,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,0.0,19.0,0.0,6.0,,0.0,,0.0,,,,0.0,0.0,,9.0,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-08,0.0,0.0,0.0,11.0,,0.0,0.0,0.0,43.0,1.0,0.0,0.0,,,6.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,0.0,,,,0.0,,36.0,2.0,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,,,,20.0,,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,0.0,,0.0,2.0,0.0,,,3.0,,1.0,,0.0,,,,,,,,,2.0,0.0,,,,10.0,,,,6.0,5.0,,,4.0,,0.0,,0.0,,,,3.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,16.0,6.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-09,0.0,0.0,0.0,0.0,,,3.0,0.0,37.0,1.0,0.0,42.0,1.0,,0.0,0.0,0.0,,,0.0,,3.0,0.0,0.0,207.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,20.0,0.0,2.0,,,,0.0,,0.0,6.0,0.0,,,,,,440.0,,24.0,,,,,1.0,,1.0,,,,49.0,,7.0,14.0,2.0,0.0,,,,,,4.0,6.0,42.0,,2.0,,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,2.0,,,,2.0,,,,,,80.0,5.0,,,,,,,,,1.0,,,,,,320.0,14.0,,,0.0,0.0,0.0,,,0.0,,,,,48.0,0.0,1.0,,,0.0,,8.0,0.0,,,,,2.0,,1.0,18.0,,0.0,,,,,,1.0,,0.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,6.0,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-11,0.0,0.0,2.0,0.0,60.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,160.0,0.0,115.0,87.0,2.0,4.0,94.0,5.0,,0.0,,0.0,,0.0,27.0,,,0.0,,0.0,0.0,2.0,,,,0.0,0.0,0.0,,,,1.0,,,,54.0,,2.0,,,33.0,,1.0,,2.0,2.0,1.0,,,,,,,,,,0.0,,,0.0,5.0,,,,0.0,,,,,,,,,0.0,0.0,7.0,,1.0,1.0,,,,0.0,,,,,,,,,,,,,6.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,16.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-12,0.0,0.0,0.0,38.0,,0.0,,2.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,108.0,0.0,13.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-13,0.0,0.0,4.0,0.0,0.0,4.0,17.0,0.0,1.0,2.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,0.0,20.0,2.0,0.0,3.0,44.0,46.0,0.0,,5.0,0.0,,0.0,3.0,,,0.0,,33.0,103.0,,,,,0.0,,0.0,,,,3.0,,,2.0,2070.0,19.0,4.0,3.0,,26.0,1.0,88.0,3.0,11.0,15.0,3.0,,35.0,0.0,80.0,0.0,2.0,5.0,2.0,,3.0,,0.0,8.0,1.0,7.0,,5.0,0.0,,,0.0,1.0,5.0,1.0,,34.0,,,,2.0,,1.0,,0.0,8.0,,2.0,3.0,2.0,,,,,3.0,,,1.0,0.0,1.0,,0.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-14,0.0,2.0,9.0,15.0,4.0,4.0,33.0,7.0,4.0,1.0,0.0,2.0,1.0,,143.0,0.0,0.0,0.0,,0.0,58.0,0.0,0.0,0.0,0.0,,0.0,15.0,,0.0,,0.0,,1.0,,0.0,,70.0,30.0,0.0,,3.0,0.0,0.0,,0.0,8.0,,,,,,1.0,37.0,2.0,,0.0,,8.0,0.0,,1.0,3.0,1.0,6.0,0.0,6.0,0.0,362.0,1.0,3.0,0.0,4.0,,0.0,,0.0,0.0,1.0,20.0,150.0,0.0,0.0,,,,,,14.0,,0.0,,,,31.0,,,,0.0,12.0,,,6.0,4.0,2.0,2.0,0.0,,,,,,0.0,,,0.0,4.0,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-15,0.0,,55.0,33.0,0.0,31.0,134.0,5.0,95.0,6.0,0.0,3.0,,,104.0,0.0,0.0,0.0,,8.0,31.0,17.0,10.0,10.0,5.0,8.0,15.0,,2.0,0.0,,0.0,0.0,2.0,,0.0,,88.0,2643.0,0.0,,0.0,0.0,0.0,,0.0,11.0,,32.0,4.0,,,,879.0,6.0,,58.0,,61.0,4.0,64.0,,47.0,3.0,7.0,4.0,69.0,2.0,125.0,2.0,7.0,13.0,2.0,,4.0,10.0,,13.0,11.0,13.0,71.0,2.0,0.0,,1.0,1.0,,,2.0,,19.0,,1.0,,12.0,1.0,11.0,,8.0,45.0,,,1.0,11.0,1.0,1.0,,4.0,,1.0,,,0.0,,,0.0,5.0,,,0.0,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-16,0.0,4.0,0.0,9.0,0.0,0.0,25.0,0.0,58.0,0.0,0.0,4.0,1.0,,0.0,0.0,0.0,0.0,,5.0,18.0,9.0,2.0,2.0,6.0,,0.0,,2.0,0.0,,0.0,1.0,,,0.0,,17.0,1035.0,0.0,,,1.0,0.0,,,19.0,,12.0,4.0,,,,409.0,1.0,0.0,7.0,,45.0,2.0,172.0,,34.0,6.0,2.0,2.0,97.0,1.0,240.0,1.0,3.0,7.0,1.0,,1.0,,0.0,16.0,2.0,10.0,247.0,0.0,0.0,,,,,,4.0,,0.0,,,,0.0,,3.0,,7.0,1.0,1.0,,,21.0,1.0,,,,1.0,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-17,0.0,,0.0,4.0,0.0,4.0,17.0,0.0,4.0,,0.0,1.0,,,0.0,0.0,0.0,0.0,,5.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,,11.0,893.0,0.0,,,,0.0,,0.0,7.0,,3.0,,,,,111.0,,,0.0,,31.0,1.0,4.0,,15.0,5.0,2.0,,6.0,,48.0,3.0,2.0,2.0,0.0,,,,0.0,0.0,1.0,,7.0,,,,,,43.0,2.0,6.0,,0.0,0.0,,,2.0,,1.0,,0.0,68.0,,,,11.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-18,0.0,,2.0,52.0,0.0,8.0,53.0,0.0,23.0,1.0,0.0,2.0,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,3.0,0.0,,5.0,,,0.0,,0.0,,,,0.0,,8.0,1039.0,,,,,0.0,,,42.0,,,,,,,415.0,,,2.0,,17.0,1.0,4.0,,3.0,,1.0,,8.0,0.0,,,1.0,0.0,0.0,,1.0,,0.0,1.0,0.0,5.0,13.0,1.0,,,0.0,,1.0,,2.0,,4.0,,,,,,2.0,,2.0,44.0,,1.0,0.0,16.0,,,,2.0,,2.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-19,2.0,1.0,2.0,9.0,0.0,21.0,95.0,8.0,54.0,,0.0,7.0,4.0,,0.0,0.0,0.0,0.0,,3.0,14.0,0.0,0.0,0.0,30.0,0.0,0.0,,6.0,0.0,,0.0,,1.0,1.0,0.0,,7.0,782.0,,,,,0.0,,,66.0,,23.0,3.0,,,,2110.0,4.0,4.0,10.0,,40.0,4.0,92.0,,25.0,5.0,9.0,,73.0,3.0,4381.0,,7.0,3.0,,,2.0,,,9.0,8.0,10.0,1090.0,2.0,,,,,,,16.0,,0.0,,,,1.0,,1.0,,7.0,58.0,,,0.0,23.0,4.0,,,4.0,,1.0,,0.0,0.0,,,,1.0,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-20,0.0,,0.0,2.0,0.0,8.0,2.0,0.0,,,0.0,,,,0.0,0.0,0.0,,1.0,0.0,14.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,,,0.0,,12.0,48.0,,,,,,,,2.0,,,,,,,93.0,,,1.0,,18.0,0.0,1.0,,1.0,,,,3.0,,,,1.0,1.0,,,2.0,,,0.0,2.0,14.0,13.0,,,,,,,,,,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-21,0.0,2.0,0.0,6.0,0.0,1.0,20.0,0.0,15.0,3.0,0.0,21.0,2.0,,0.0,0.0,0.0,0.0,,0.0,150.0,0.0,0.0,3.0,21.0,,14.0,,36.0,0.0,,0.0,,,0.0,0.0,,17.0,56.0,,,,1.0,0.0,,,20.0,,2.0,3.0,,,6.0,559.0,,,5.0,,40.0,1.0,,,20.0,4.0,4.0,0.0,6.0,1.0,469.0,3.0,5.0,5.0,5.0,1.0,4.0,,0.0,1.0,62.0,8.0,59.0,4.0,0.0,,,3.0,,,2.0,,24.0,0.0,,,7.0,,5.0,,2.0,252.0,,1.0,0.0,53.0,6.0,3.0,0.0,4.0,1.0,1.0,0.0,,,,,,5.0,3.0,,0.0,,,,1.0,,,11.0,,11.0,4.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-22,0.0,,0.0,13.0,0.0,15.0,38.0,3.0,41.0,3.0,0.0,3.0,,,0.0,0.0,0.0,0.0,1.0,1.0,36.0,3.0,1.0,0.0,39.0,3.0,2.0,,,0.0,,0.0,,,,0.0,,0.0,234.0,0.0,,,,0.0,,,0.0,,7.0,5.0,,,,2417.0,1.0,1.0,21.0,,20.0,7.0,384.0,,32.0,7.0,1.0,0.0,64.0,0.0,229.0,,22.0,4.0,1.0,,12.0,,,30.0,57.0,0.0,0.0,4.0,0.0,,0.0,,5.0,,,,11.0,,,,1.0,1.0,8.0,,4.0,74.0,1.0,,,44.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,0.0,,,2.0,2.0,1.0,,,,7.0,,,,,7.0,,,1.0,,1.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-23,0.0,,0.0,0.0,,1.0,9.0,3.0,18.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,,3.0,38.0,7.0,0.0,0.0,2.0,2.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,170.0,,,,,0.0,,,1.0,,11.0,2.0,,,,400.0,3.0,10.0,19.0,,27.0,0.0,186.0,,29.0,4.0,1.0,,26.0,0.0,,0.0,4.0,2.0,,,3.0,,,11.0,8.0,4.0,9.0,,0.0,,,,,,,,,,,,1.0,,5.0,,0.0,1.0,,4.0,0.0,8.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-24,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,14.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,8.0,149.0,0.0,,,,,,0.0,86.0,,,0.0,,,,0.0,,,2.0,,2.0,0.0,31.0,,2.0,,1.0,,0.0,0.0,4.0,,1.0,6.0,0.0,,0.0,,,0.0,0.0,0.0,393.0,1.0,,,,0.0,,,56.0,,41.0,,,,4.0,,,,0.0,125.0,,,,4.0,,,,0.0,,,,,,,,0.0,,,,0.0,2.0,0.0,,,,,10.0,,17.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-25,0.0,,0.0,6.0,0.0,0.0,8.0,0.0,40.0,0.0,0.0,3.0,1.0,,0.0,0.0,0.0,0.0,,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,,1.0,0.0,,0.0,,,,0.0,,7.0,293.0,0.0,,,,0.0,,,17.0,,1.0,6.0,,,,153.0,1.0,,7.0,,12.0,1.0,48.0,,9.0,1.0,1.0,0.0,7.0,2.0,1.0,,1.0,6.0,25.0,,2.0,,,4.0,0.0,3.0,121.0,2.0,,,,0.0,,,5.0,,6.0,,,,0.0,,2.0,,,3.0,,,,21.0,1.0,,,,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,,,,,3.0,,,,,0.0,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-26,0.0,,0.0,9.0,0.0,9.0,17.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,,2.0,61.0,0.0,,,,0.0,,0.0,7.0,,,,,,,20.0,,,2.0,,7.0,0.0,,,0.0,1.0,1.0,1.0,2.0,0.0,,0.0,26.0,0.0,13.0,,0.0,,,0.0,46.0,2.0,14.0,,0.0,,,1.0,,,6.0,,6.0,,,,0.0,,1.0,,0.0,0.0,,,0.0,5.0,,3.0,0.0,0.0,,,,,0.0,,,0.0,4.0,0.0,,,,1.0,,,,0.0,0.0,,2.0,11.0,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-27,0.0,0.0,0.0,14.0,0.0,5.0,52.0,0.0,0.0,0.0,0.0,7.0,,,0.0,0.0,0.0,0.0,,0.0,2.0,9.0,0.0,0.0,0.0,,12.0,8.0,1.0,0.0,,0.0,,,,0.0,,0.0,557.0,,,,,0.0,,0.0,72.0,,3.0,4.0,,,,273.0,,,4.0,,11.0,0.0,2.0,,2.0,0.0,3.0,,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,1.0,2.0,,2.0,5.0,24.0,28.0,1.0,0.0,,,0.0,,,15.0,,46.0,,,,3.0,,3.0,,27.0,9.0,2.0,1.0,2.0,36.0,,0.0,0.0,16.0,,,,,2.0,,,0.0,3.0,,,14.0,3.0,3.0,,,,,0.0,,0.0,0.0,,,,0.0,2.0,,,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-28,0.0,0.0,0.0,26.0,0.0,0.0,5.0,0.0,22.0,1.0,0.0,3.0,,,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,9.0,0.0,0.0,5.0,,,0.0,,1.0,2.0,,,0.0,,4.0,554.0,,,0.0,,0.0,,,91.0,,22.0,7.0,,,,517.0,1.0,1.0,8.0,,16.0,0.0,56.0,,10.0,1.0,2.0,,3.0,0.0,26.0,0.0,3.0,0.0,0.0,,1.0,6.0,,2.0,6.0,0.0,60.0,4.0,0.0,,,1.0,,,20.0,,10.0,,,,2.0,,2.0,,,0.0,,1.0,0.0,14.0,1.0,,0.0,2.0,,,,1.0,0.0,,1.0,1.0,1.0,,,4.0,,3.0,,,,,0.0,,0.0,0.0,,,,,3.0,,,1.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-29,0.0,,0.0,6.0,0.0,0.0,8.0,4.0,45.0,2.0,0.0,3.0,,,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,37.0,6.0,0.0,3.0,3.0,0.0,,0.0,,,,0.0,,0.0,226.0,0.0,,,,0.0,,,20.0,,5.0,1.0,,,,29.0,2.0,,4.0,,5.0,0.0,71.0,,1.0,1.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,,,0.0,62.0,,7.0,1.0,4.0,48.0,3.0,,,,2.0,,,27.0,,63.0,,5.0,,1.0,,2.0,,,3.0,,,0.0,16.0,1.0,,,0.0,1.0,,,,0.0,,,1.0,5.0,1.0,,0.0,1.0,13.0,,,,,0.0,,0.0,0.0,,1.0,,,8.0,,,4.0,0.0,,1.0,,0.0,0.0,,,,,,,,,,0.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
