,kyhmyjoutsen,laulujoutsen,sinisorsa,tukkasotka,alli,telkkä,tukkakoskelo,isokoskelo,merimetso,harmaahaikara,merikotka,varpushaukka,hiirihaukka,muuttohaukka,kalalokki,harmaalokki,merilokki,käpytikka,tilhi,mustarastas,räkättirastas,sinitiainen,talitiainen,viherpeippo,vihervarpunen,urpiainen,tavi,lapasotka,piekana,punarinta,harakka,varis,punatulkku,kanadanhanhi,kanahaukka,korppi,vesilintu,nokikana,naurulokki,haahka,pikkutikka,isokäpylintu,uivelo,kesykyyhky,hippiäinen,hömötiainen,puukiipijä,kuikkalaji,pilkkasiipi,töyhtötiainen,naakka,tikli,sarvipöllö,lehtopöllö,joutsenlaji,punasotka,peippo,töyhtöhyyppä,uuttukyyhky,kiuru,mustavaris,kottarainen,merihanhi,sepelkyyhky,pulmunen,keltasirkku,kulorastas,kaakkuri,silkkiuikku,västäräkki,hanhilaji,ristisorsa,kurki,tylli,sarvipöllölaji,niittykirvinen,laulurastas,punakylkirastas,lapinsirkku,pajusirkku,kapustarinta,lehtokurppa,rautiainen,järripeippo,haapana,mustalintu,tuulihaukka,peukaloinen,viiksitimali,isolepinkäinen,punajalkaviklo,metsähanhi,tundrahanhi,harmaahanhilaji,valkoposkihanhi,kyhmyhaahka,meriharakka,riskilä,kangaskiuru,pikkukäpylintu,selkälokki,luotokirvinen,hemppo,tunturikiuru,jouhisorsa,iso päiväpetolintu,kuovi,pikkuvarpunen,pikkukäpylintu / isokäpylintu,hiirihaukkalaji,iso rastas,nokkavarpunen,harmaasorsa,kuikka,sääksi,metsäviklo,taivaanvuohi,lapasorsa,ruskosuohaukka,suopöllö,mustaleppälintu,ampuhaukka,rastaslaji (Turdus),tiltaltti,kuusitiainen,sinisuohaukka,kivitasku,pieni jalohaukka,kuovilaji,merikihu,räyskä,pikkujoutsen,härkälintu,pikkukuovi,kyyhkylaji (Columba),metsäkirvinen,varpunen,teeri,mustakurkku-uikku,punakuiri,kalatiira,kalatiira / lapintiira,uunilintulaji,pieni kahlaaja,ruokki,ruokki / kiislalaji,iso kahlaaja,lapintiira,pikkulintu,valkoviklo,pohjansirkku,tukkakoskelo / isokoskelo,nuolihaukka,pikkutylli,silkkiuikku / härkälintu,rantasipi,sorsalaji,tukkasotka / lapasotka,pikkulokki,turkinkyyhky,käenpiika,haarapääsky,pajulintu,avosetti,liro,hernekerttu,mustapääkerttu,kirjosieppo,korppi / varis / mustavaris,heinätavi,karikukko,leppälintu,sepelrastas,pikkukajava,jänkäkurppa,pääsky,keltavästäräkki,satakieli,pensastasku,sirittäjä,peltosirkku,suosirri,mustaviklo,räystäspääsky,pikkusieppo,pensaskerttu,suokukko,lapinsirri,keskikokoinen kahlaaja,leveäpyrstökihu,käki,tervapääsky,törmäpääsky,harmaasieppo,sinirinta,ruokokerttunen,pikkulepinkäinen,allihaahka,rytikerttunen,punavarpunen,pensassirkkalintu,mehiläishaukka,sitruunavästäräkki,lehtokerttu,idänuunilintu,pussitiainen,kultarinta,keltahemppo,palokärki,luhtakerttunen,sepelhanhi,mehiläishaukka / hiirihaukkalaji,rastaskerttunen,jalohaikara,tundrakurmitsa,kahlaaja,vesipääsky,isosirri,amerikanjääkuikka / jääkuikka,jänkäsirriäinen,viitakerttunen,kirjokerttu,punajalkahaukka,kehrääjä,kirjosiipikäpylintu,pieni vesilintu,riuttatiira,kuovisirri,harmaapäätikka,iso vesilintu,mustapyrstökuiri,pikkusirri,kurmitsalaji,heinäkurppa,luhtakana,pähkinähakki,haarahaukka,arosuohaukka / niittysuohaukka,lapinkirvinen,närhi,sinisuohaukka / arosuohaukka / niittysuohaukka,arokotka,arosuohaukka,pulmussirri,tunturikihu,pohjansirkku / pikkusirkku / kultasirkku,kihulaji,valkoselkätikka,taigauunilintu,pieni rastas,pähkinänakkeli,pohjantikka,pyrstötiainen,helmipöllö,maakotka,hippiäisuunilintu,pieni päiväpetolintu,tilhi / kottarainen,turturikyyhky,varpuspöllö,keskikokoinen tikka,koskikara,taviokuurna,taigakirvinen,vuorihemppo,lyhytvarvaskiuru,tundraurpiainen,fasaani,amerikanjääkuikka,mustatiira,jääkuikka,nummikirvinen,mehiläissyöjä,keräkurmitsa,sepelsieppo,kuhankeittäjä,kiljukotka,kiljukotka / pikkukiljukotka,pikkutiira,viitasirkkalintu,nokivaris,pikkukultarinta,virtavästäräkki,kiljukotka / pikkukiljukotka / arokotka,etelänkiisla,viitakerttunen / luhtakerttunen / rytikerttunen,vuoriuunilintu,jalohaukkalaji,lyhytnokkahanhi,tiaislaji,iso jalohaukka,huuhkaja,isokirvinen,peippolaji,isovesipääsky,ruskouunilintu,harmaasirkku,pikku-uikku,isolokki,lokkilaji,metso,kattohaikara,ruisrääkkä,amerikantukkasotka,kyhmypilkkasiipi,liejukana,kaulushaikara,hiiripöllö,mustakaularastas,pikkusirkku,selkälokki / harmaalokki / isolokki / merilokki,merisirri,harjalintu,mustapäätasku,luhtahuitti,lumihanhi,punakaulahanhi,lampiviklo,rantakurvi,sirrilaji,tunturihaukka,haarapääsky X räystäspääsky,punakottarainen,viirupöllö,mustalintulaji,rusorintakerttu,isohaarahaukka,lapintiainen,kuningaskalastaja,västäräkkilaji,tyllilaji,viitatiainen,taigarautiainen,lapinpöllö,kashmirinuunilintu,aroharmaalokki,kirvislaji,ruostesorsa,mustahaikara,varpushaukkalaji,sinipyrstö,iso pikkulintu,kääpiökerttu,punapäänarsku,vesilintu / kahlaaja,tulipäähippiäinen,varislaji,niittysuohaukka,palsasirri,keskikokoinen pikkulintu
2014-11-21,0,0,0,,0,0,,0,,,0,,,,0,0,0,,,,,0,0,0,,,,,,,,0,,,,0,,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-22,0,32,0,14,0,0,7,0,1,,0,0,,0,0,0,0,0,,0,2,0,0,0,0,,,,,,,0,,,,0,,,0,0,,,,,0,,0,,0,,,,,,,,0,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-23,0,9,23,3,0,0,5,28,1,5,0,0,,,0,0,0,0,,0,159,23,0,1,253,,,0,,0,,0,,34,,0,1,,0,0,,,,0,2,,0,,,,,,,,,,4,,,,,6,,,,,,1,0,,,,,,,,,,,,,,,3,,2,,0,,0,,,,,,,,0,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-24,0,0,0,,0,0,,0,,0,,,,,0,0,0,,,,,0,0,0,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-25,0,0,0,,0,0,0,0,,0,0,,,,0,0,0,,,0,235,0,0,0,15,,,,,,,0,,,,0,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-26,0,0,0,,0,0,,0,,0,0,,,,0,0,0,,19,0,320,0,0,0,150,,,0,,0,,0,2,,,0,,,2,,,,,,0,,0,,,,,,,,,,8,,,0,,,,,,,,,,,,,,,,,,2,,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-27,0,0,0,,0,0,,0,,0,0,,,,0,0,0,,6,0,124,0,0,6,40,1,,0,,0,,0,,,,0,,,,,,,,,0,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-28,0,0,0,,0,0,,0,,0,0,,,,0,0,0,,,0,0,0,0,0,0,,,,,,,0,,,,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-29,0,0,0,0,0,0,4,0,,0,0,,,,0,0,0,,,0,176,0,0,7,10,2,,0,,0,,0,,,,0,,,,,,,,,0,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-30,0,16,3,0,0,0,,5,1,0,0,,,,0,0,0,,,0,14,0,0,0,3,,,0,0,,,0,,25,0,0,,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,0,,,,,0,,,,,0,,0,,,,,,,,0,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,0,0,0,,,0,,0,,,,,,,0,0,0,0,,0,0,0,0,0,,,,,,,,0,,,,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-02,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,,,,,0,0,0,,0,,,,,,0,,,,0,,,0,0,,,0,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-03,0,8,0,,0,0,24,0,3,,0,,,,0,0,0,,,0,,0,0,0,,,,,,,,0,,,,0,,,,248,,,,,0,,,,,,,,,,,,,1,,1,,,5,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-04,0,,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,,2,77,0,0,0,0,0,10,,,0,,0,0,,,0,,,0,7,,,,,0,,0,,,,2,,,,,,18,,,0,,38,0,14,,,,,,2,,0,15,,,1,2,31,,0,3,0,0,1,0,,,0,,,,,,,,,13,,,,,1,,,0,,12,,,,,,0,,1,0,0,,1,,,0,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-05,0,,0,0,0,8,6,0,0,0,0,,,,0,0,0,,1,0,0,0,0,0,2,,0,,,0,,0,,,,0,,,0,2,,,,,,,0,,,,,,,,,,18,,,0,,,0,,,,,,,0,,1,1,0,,0,0,0,,,,0,0,,0,1,,0,,,0,,,,0,,0,,,,,,,,,,,,,,,,0,,,,,0,,0,,,,0,,,0,,,,1,,,,,12,,,,,0,0,,,,,,0,1,1,,,0,1,,0,,,0,,4,0,0,,12,0,0,0,,,0,0,,,,,3,0,0,0,0,0,,,0,0,,,,,,3,,0,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-06,0,,,0,,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,0,,,,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,0,,,,,0,,,0,,,,,,0,0,,,0,0,0,,,,,,,,,,0,,,,,,0,,0,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-07,0,,0,22,,17,0,0,36,13,0,,,,3,0,0,,,0,0,0,0,6,16,0,,,,0,,0,,,,0,,,19,142,,2,,,,,0,3,11,,,,,,,,434,4,,,,31,,0,,,,4,6,0,,,,,,0,0,0,,,,,,,,99,,,,,,,,,,,0,,,,,,2,,,,,,11,,,,,4,,,,2,,,,,,,,,0,,,0,0,,,3,,3,,,,,0,0,,,66,22,,0,,0,,,0,,,,,,,,0,0,0,,3,0,,,,,,,,,,,,0,,,,,,0,,0,,,,,,0,,,,,,,0,6,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-08,0,0,3,0,,4,,0,56,3,0,0,,,10,0,0,,,0,,0,0,0,,,19,,,0,,0,,,,0,,,16,0,,,,,0,,0,,5,,,,,,,,3,15,,0,,2,2,,,,,,,6,,,,20,,,,0,,,,,,,,,5,,,,1,,,,,,0,,,4,5,,,,0,,,4,,,,,,,,1,,0,1,,,,,,,,,,,3,2,,,,,4,,,,0,23,0,,1,,,,,,4,,,,,,0,4,,,,,18,0,,51,0,0,,,,,,,,,,22,0,0,0,,6,0,5,,0,0,,,,0,0,4,0,,,0,,,,,,,0,,,,,0,,,,,,1,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-09,0,,0,0,,0,0,0,10,11,0,68,16,1,0,0,0,0,,0,,15,0,1,760,,,,,0,,0,,,,0,,,8,0,1,,,,0,0,,,,0,,,,,,,17,,,,,,,3,,2,,,0,38,,,,,,3,0,,,,0,,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,3,,0,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,,,0,0,,,,,0,,,,,,,0,,,,,1,0,,,,,,,,,0,,,,,,,,3,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-10,0,0,0,5,4770,4,1,0,34,3,0,41,23,0,1,0,0,2,,2,42,874,496,116,1786,9,,,,0,1,76,2,,1,0,,,21,0,13,1,4,,102,152,0,1,4,1,1659,47,,0,,,41,,25,7,,164,,1532,,2,13,1,,0,45,,4,0,,19,2,1,,5,,0,3,1137,18,,,0,,2,,,,,56,,,,7,,,,31,,0,,,145,,3,,1,,4,,,0,0,,,,,,0,166,2,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,15,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,8,,,,107,,,,,,,,,,1,31,,603,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-11,0,0,0,,0,0,,0,6,0,0,,,,0,0,0,0,,9,284,67,2,5,175,7,,0,,0,,0,4,,,0,,,0,,,,,,0,0,0,,,0,,,,,,,14,,,0,,1,,,,1,,,,,,,,,,1,1,,,,,,,13,,,,,,,,,,,,,,,,1,,,,,,,,22,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-12,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,,,0,0,0,0,0,,,,0,,0,,0,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-13,0,0,0,,,0,,0,,0,0,,,,0,0,0,,,0,400,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
