Date,Total cloud cover (%),Air pressure (hPa),Precipitation amount (mm),Air temperature (degC),Visibility (m),Wind direction (deg),Wind speed (m/s)
2017-07-01,93.2,1003.4,0.5,14.0,28159.2,87.0,4.8
2017-07-02,55.2,1002.6,0.0,16.2,28159.2,103.0,4.5
2017-07-03,55.2,1003.6,2.8,14.3,28159.2,201.4,3.0
2017-07-04,46.9,1004.0,0.0,14.1,28159.2,231.5,3.2
2017-07-05,63.0,1007.3,0.4,14.1,28159.2,318.0,4.4
2017-07-06,59.4,1012.3,0.1,12.2,28159.2,310.0,3.9
2017-07-07,28.1,1014.0,0.0,14.8,28159.2,283.8,3.3
2017-07-08,59.9,1011.0,0.1,16.2,28159.2,232.5,2.0
2017-07-09,17.7,1010.5,0.0,16.7,28159.2,188.5,2.2
2017-07-10,5.7,1012.8,0.0,17.5,28159.2,225.8,2.1
2017-07-11,62.0,1007.5,7.6,16.5,28159.2,134.5,3.5
2017-07-12,54.7,1001.6,0.1,16.4,28159.2,239.8,2.5
2017-07-13,84.9,1004.7,4.5,14.7,28159.2,264.0,2.9
2017-07-14,20.3,1009.9,0.0,15.2,28159.2,305.9,3.8
2017-07-15,12.5,1015.0,0.0,16.7,28159.2,281.5,2.8
2017-07-16,0.0,1015.9,0.0,17.7,28159.2,228.8,2.9
2017-07-17,45.3,1006.8,2.9,15.4,28159.2,240.6,3.6
2017-07-18,40.6,1009.8,6.6,15.5,28159.2,262.7,2.9
2017-07-19,65.1,1012.8,1.0,14.1,28159.2,300.0,3.7
2017-07-20,69.3,1013.3,1.8,14.8,28159.2,291.3,2.9
2017-07-21,20.3,1015.8,0.0,16.0,28159.2,271.9,2.6
2017-07-22,16.1,1018.8,2.7,15.6,28159.2,195.6,1.6
2017-07-23,20.3,1017.4,0.0,16.9,28159.2,263.5,2.4
2017-07-24,56.8,1012.9,0.0,15.9,28159.2,239.6,2.9
2017-07-25,64.1,1010.3,0.0,16.4,28159.2,105.8,2.1
2017-07-26,15.1,1007.0,0.0,17.2,28159.2,103.0,2.6
2017-07-27,15.6,1005.8,0.2,18.7,28159.2,101.5,3.1
2017-07-28,58.9,1004.6,2.6,18.9,28159.2,159.6,3.6
2017-07-29,34.4,1009.3,0.0,17.8,28159.2,216.5,2.4
2017-07-30,6.8,1009.3,0.0,18.1,28159.2,245.4,2.9
2017-07-31,54.2,1009.7,0.8,18.1,28159.2,220.0,3.0
2017-08-01,37.0,1015.8,0.0,19.0,28159.2,236.7,3.2
2017-08-02,60.4,1009.1,18.4,17.7,28159.2,229.5,3.1
2017-08-03,31.2,1009.2,0.0,18.2,28159.2,241.8,3.5
2017-08-04,64.6,999.1,30.4,16.7,28159.2,204.1,4.0
2017-08-05,33.3,999.1,0.1,17.0,28159.2,231.6,3.3
2017-08-06,83.3,1003.1,10.1,16.2,28159.2,245.4,4.4
2017-08-07,63.5,1012.4,11.2,15.4,28159.2,250.0,2.7
2017-08-08,10.9,1021.5,0.0,17.1,28159.2,239.1,2.6
2017-08-09,47.4,1022.3,0.0,18.1,28159.2,142.5,2.5
2017-08-10,34.4,1015.2,0.2,18.0,28159.2,238.2,3.8
2017-08-11,14.6,1015.0,0.0,17.7,28159.2,236.0,2.6
2017-08-12,41.7,1008.6,7.8,19.1,28159.2,176.3,2.5
2017-08-13,46.9,1007.2,0.4,17.4,28159.2,248.9,3.9
2017-08-14,4.2,1019.6,0.0,16.6,28159.2,272.2,3.3
2017-08-15,6.8,1025.8,0.0,16.1,28159.2,203.9,2.5
2017-08-16,76.6,1021.9,0.1,17.7,28159.2,172.2,2.8
2017-08-17,66.7,1018.6,0.2,18.7,28159.2,102.8,2.1
2017-08-18,69.3,1015.1,0.2,17.8,28159.2,211.8,2.2
2017-08-19,78.1,1010.3,2.1,18.1,28159.2,183.1,3.1
2017-08-20,35.9,1014.3,0.0,17.4,28159.2,231.4,3.0
2017-08-21,45.3,1013.6,0.0,16.3,28159.2,221.0,2.2
2017-08-22,60.4,1013.6,0.0,14.9,28159.2,150.0,1.6
2017-08-23,46.9,1011.4,0.0,13.9,28159.2,291.6,4.5
2017-08-24,33.9,1006.2,0.0,13.4,28159.2,299.0,5.4
2017-08-25,70.3,1006.6,3.3,11.6,28159.2,228.8,2.1
2017-08-26,43.8,1008.9,0.5,11.6,28159.2,297.3,4.3
2017-08-27,51.6,1013.2,0.0,11.3,28159.2,227.8,2.8
2017-08-28,50.5,1016.9,0.0,12.2,28159.2,188.3,2.1
2017-08-29,64.6,1015.6,0.0,14.5,28159.2,216.2,2.9
2017-08-30,82.8,1011.4,0.1,16.7,28159.2,235.2,3.4
2017-08-31,84.9,1009.7,3.0,16.9,28159.2,185.5,2.7
2017-09-01,57.8,1011.6,0.9,15.1,28159.2,287.0,3.8
2017-09-02,83.9,1018.4,0.0,13.5,28159.2,109.5,2.3
2017-09-03,58.3,1020.2,0.3,12.9,28159.2,87.9,4.8
2017-09-04,54.2,1023.1,0.0,12.4,28159.2,83.4,6.0
2017-09-05,42.2,1024.2,0.0,11.6,28159.2,77.0,4.4
2017-09-06,64.6,1017.0,0.0,11.0,28159.2,61.3,3.6
2017-09-07,85.4,1006.7,1.2,10.4,28159.2,115.2,3.1
2017-09-08,85.4,1002.8,0.2,11.0,28159.2,250.9,2.2
2017-09-09,95.3,1003.2,19.5,13.3,28159.2,180.2,3.9
2017-09-10,81.2,1003.0,4.1,14.6,28159.2,180.6,3.2
2017-09-11,38.0,1005.0,0.1,14.6,28159.2,194.2,2.5
2017-09-12,69.3,1000.1,16.7,15.2,28159.2,196.5,3.4
2017-09-13,51.0,996.9,0.0,14.6,28159.2,204.5,2.6
2017-09-14,84.4,987.2,16.2,12.9,28159.2,149.2,2.6
2017-09-15,59.4,993.6,0.8,12.6,28159.2,311.9,3.6
2017-09-16,57.8,1006.2,5.3,12.6,28159.2,293.6,2.8
2017-09-17,10.4,1015.8,0.0,9.9,28159.2,177.3,1.6
2017-09-18,57.3,1006.3,0.0,9.2,28159.2,86.1,3.9
2017-09-19,84.2,1008.6,0.3,9.1,28159.2,151.9,2.8
2017-09-20,81.8,1017.9,0.6,9.8,28159.2,86.5,2.2
2017-09-21,90.1,1026.5,0.1,12.6,28159.2,86.2,4.0
2017-09-22,62.5,1026.9,1.9,11.7,28159.2,81.8,4.0
2017-09-23,27.6,1030.5,0.0,13.2,28159.2,103.5,4.3
2017-09-24,1.0,1035.6,0.0,12.8,28159.2,95.6,3.6
2017-09-25,19.3,1039.7,0.0,12.8,28159.2,89.1,3.1
2017-09-26,76.0,1041.4,0.0,12.3,28159.2,94.1,3.5
2017-09-27,67.2,1043.0,0.0,12.2,19600.4,97.8,2.6
2017-09-28,55.7,1042.2,0.0,10.2,28703.8,106.0,1.9
2017-09-29,33.3,1037.5,0.0,9.5,28621.2,189.8,2.1
2017-09-30,92.2,1034.0,0.0,9.1,21123.3,107.5,2.7
2017-10-01,98.4,1031.5,0.0,9.5,33832.5,151.0,2.6
2017-10-02,91.1,1021.6,0.0,9.3,31279.2,174.9,5.9
2017-10-03,90.1,1006.4,22.9,8.8,21243.3,182.5,6.1
2017-10-04,80.2,995.1,14.3,11.5,23652.9,221.7,4.8
2017-10-05,78.1,987.4,0.7,9.1,34913.3,156.8,2.7
2017-10-06,84.9,993.4,2.4,8.2,26309.6,293.7,3.3
2017-10-07,84.4,998.8,5.0,8.3,38839.2,244.2,2.3
2017-10-08,88.0,1000.4,14.7,9.5,25162.5,161.0,5.1
2017-10-09,91.7,1003.1,15.5,8.6,16117.5,68.8,4.2
2017-10-10,92.2,995.4,24.2,8.4,13689.2,113.1,5.0
2017-10-11,74.5,998.8,6.1,7.0,27765.8,242.6,3.6
2017-10-12,70.8,999.3,15.4,6.7,12541.7,150.0,3.6
2017-10-13,61.5,1007.0,4.9,7.3,39345.0,168.9,4.1
2017-10-14,93.2,1008.1,6.3,7.7,29865.8,231.3,3.5
2017-10-15,51.0,1012.3,0.0,8.5,44381.2,303.2,3.5
2017-10-16,56.8,1007.7,2.4,11.1,30300.4,268.8,4.6
2017-10-17,65.1,1007.7,1.9,9.4,32522.9,261.9,3.8
2017-10-18,64.1,1004.6,0.4,8.4,46106.7,304.4,4.8
2017-10-19,20.8,1016.6,0.7,5.4,45965.0,321.0,3.2
2017-10-20,5.7,1023.2,0.0,2.4,31518.8,195.3,1.7
2017-10-21,46.9,1024.0,0.0,0.9,25225.0,180.2,1.7
2017-10-22,51.6,1021.2,0.0,0.6,34269.6,231.7,2.5
2017-10-23,23.4,1026.9,0.0,1.5,47259.2,69.5,3.1
2017-10-24,78.1,1031.9,0.0,1.8,39471.7,128.0,2.7
2017-10-25,59.9,1021.3,1.7,2.4,41440.0,157.3,6.3
2017-10-26,89.6,1005.9,20.4,0.5,6082.9,85.6,4.1
2017-10-27,93.2,1006.8,1.1,0.1,12780.4,134.5,2.8
2017-10-28,86.5,987.7,11.1,4.1,14353.3,187.8,5.2
2017-10-29,90.6,978.9,6.1,2.0,19443.8,44.7,4.4
2017-10-30,92.2,994.9,1.4,1.5,47295.0,299.0,6.8
2017-10-31,22.8,1005.4,0.1,-0.0,47791.3,339.2,4.7
2017-11-01,77.1,1004.0,0.0,0.7,45504.6,115.6,2.3
2017-11-02,63.5,1001.1,0.0,1.3,46801.7,133.5,2.4
2017-11-03,49.5,1005.6,0.0,3.6,43725.4,277.9,3.4
2017-11-04,75.5,1004.8,0.0,7.9,35043.3,252.1,4.2
2017-11-05,93.2,1008.1,0.2,8.1,10065.8,219.8,3.9
2017-11-06,83.9,1011.6,1.7,7.3,23692.1,247.0,3.9
2017-11-07,4.7,1024.2,0.0,5.0,47857.9,268.8,3.2
2017-11-08,88.0,1027.4,0.1,6.1,38815.8,237.1,2.8
2017-11-09,89.6,1014.7,0.8,6.5,14464.6,219.4,5.0
2017-11-10,68.2,1000.5,3.9,7.4,20970.8,232.2,3.6
2017-11-11,94.3,989.8,12.3,5.6,24404.2,169.8,5.7
2017-11-12,84.4,986.5,3.8,3.1,30195.4,261.5,3.0
2017-11-13,82.8,1001.4,1.1,2.4,44554.2,289.6,3.6
2017-11-14,71.9,1007.1,0.0,2.2,47145.8,287.6,3.1
2017-11-15,78.6,1006.9,2.6,3.5,40308.3,279.1,3.5
2017-11-16,58.9,1013.0,0.0,3.9,46402.1,268.6,4.0
2017-11-17,54.2,1004.0,3.0,5.9,34781.2,252.0,5.2
2017-11-18,72.4,999.6,6.2,6.2,25737.5,232.8,4.6
2017-11-19,91.1,997.6,9.3,3.6,15445.8,168.3,4.8
2017-11-20,97.9,1002.5,9.2,1.1,9522.5,52.3,3.8
2017-11-21,95.8,1007.3,1.5,0.8,11234.6,44.7,3.0
2017-11-22,87.5,1013.7,2.3,0.9,22956.2,84.7,3.1
2017-11-23,93.8,1011.0,3.4,1.7,29158.3,166.2,6.7
2017-11-24,94.3,1006.7,6.1,6.0,10043.8,201.5,4.4
2017-11-25,74.0,1007.6,4.7,4.3,33337.1,217.5,2.6
2017-11-26,81.2,1005.7,12.2,2.3,25877.9,194.9,3.2
2017-11-27,86.5,1009.7,1.3,4.5,33037.9,199.9,5.6
2017-11-28,90.6,1009.7,4.3,3.8,28758.8,190.4,5.8
2017-11-29,95.8,1008.0,4.4,2.9,13257.1,194.2,4.6
2017-11-30,92.7,1011.0,3.2,2.8,28716.2,144.5,2.7
2017-12-01,94.3,1006.5,6.8,0.8,8174.2,75.9,4.4
2017-12-02,85.9,1010.2,0.3,2.1,37480.8,271.2,4.4
2017-12-03,91.1,1003.9,6.7,4.8,18672.5,250.6,4.9
2017-12-04,93.8,1005.6,0.0,1.2,45994.2,310.1,3.5
2017-12-05,76.0,1004.2,0.8,0.2,38657.1,268.7,2.8
2017-12-06,67.7,1004.0,0.1,-1.3,43742.5,314.7,3.5
2017-12-07,76.0,1002.7,6.8,0.1,31864.2,165.1,4.4
2017-12-08,74.0,991.1,6.8,4.8,17771.7,218.2,4.7
2017-12-09,80.7,995.9,0.9,4.1,35077.5,200.0,6.4
2017-12-10,88.0,997.4,0.0,2.1,37239.2,189.6,5.3
2017-12-11,93.2,1000.8,0.0,1.3,43482.5,155.3,4.6
2017-12-12,89.1,990.1,30.5,1.7,16981.7,180.8,4.9
2017-12-13,70.8,996.1,3.3,1.8,39694.6,254.9,4.9
2017-12-14,78.1,996.2,1.8,1.3,36130.4,183.1,5.8
2017-12-15,97.9,992.6,11.6,2.0,16233.8,180.5,4.1
2017-12-16,93.8,999.0,2.9,2.4,17992.5,228.1,3.7
2017-12-17,83.3,1009.6,0.9,0.0,38327.9,308.6,2.9
2017-12-18,71.9,1018.3,1.9,2.6,38249.2,249.1,3.8
2017-12-19,94.8,1024.3,0.1,0.8,24284.6,263.0,2.1
2017-12-20,99.5,1024.0,0.5,2.9,38454.6,249.2,3.6
2017-12-21,91.1,1013.4,1.3,2.1,33184.6,300.2,3.8
2017-12-22,54.2,1010.1,0.3,0.2,41742.1,297.4,3.8
2017-12-23,75.5,994.2,3.8,1.7,40267.5,271.0,5.2
2017-12-24,20.3,991.5,0.0,-0.4,49872.1,316.0,6.4
2017-12-25,66.1,996.1,3.8,1.1,38837.5,256.3,3.8
2017-12-26,94.8,993.3,3.5,1.4,34639.2,198.6,4.1
2017-12-27,80.7,992.3,2.6,4.1,34230.4,242.9,3.5
2017-12-28,91.1,998.0,3.9,2.6,18129.2,149.6,4.3
2017-12-29,95.8,998.8,3.6,3.8,12088.3,189.6,3.6
2017-12-30,83.3,1003.4,6.3,2.7,29910.8,233.5,2.9
2017-12-31,84.9,1004.4,1.6,1.6,35084.6,182.4,4.9
2018-01-01,90.2,993.9,7.2,2.0,13669.6,168.7,3.4
2018-01-02,89.7,997.1,0.6,4.3,36177.4,234.9,4.2
2018-01-03,96.4,1000.7,0.5,3.2,19935.8,173.1,3.7
2018-01-04,96.4,997.5,1.4,2.9,37126.2,126.4,4.9
2018-01-05,96.4,993.2,4.4,3.9,27245.8,161.3,4.5
2018-01-06,88.0,995.9,1.4,1.9,37425.8,271.5,4.4
2018-01-07,34.9,1010.7,0.4,-1.0,47353.3,286.8,6.3
2018-01-08,56.8,1021.2,0.1,-0.8,44443.8,308.2,5.5
2018-01-09,56.8,1025.3,0.0,0.4,43470.0,291.3,3.3
2018-01-10,88.0,1025.7,0.0,-2.6,10959.6,320.4,2.2
2018-01-11,83.3,1030.5,0.0,-2.6,31644.2,93.6,2.7
2018-01-12,75.0,1040.8,0.0,-2.0,42412.9,181.5,2.7
2018-01-13,99.0,1042.9,0.0,-1.5,47849.6,235.6,1.7
2018-01-14,73.4,1039.7,0.0,-3.2,48688.3,184.0,2.9
2018-01-15,97.9,1028.8,0.0,-6.2,27244.2,182.2,4.3
2018-01-16,45.8,1011.0,0.0,-5.6,34514.6,162.5,6.2
2018-01-17,88.5,1000.3,2.9,-5.4,11910.4,146.8,5.0
2018-01-18,93.8,998.0,3.8,-3.3,7898.3,117.2,2.7
2018-01-19,96.4,1004.5,0.0,-2.6,12414.2,54.5,1.8
2018-01-20,93.2,1008.9,0.0,-2.8,8152.9,222.4,2.6
2018-01-21,85.4,1012.9,0.1,-6.3,22705.8,271.3,3.0
2018-01-22,88.5,1012.0,1.8,-5.6,14123.3,179.9,2.7
2018-01-23,89.1,1019.8,0.5,-5.8,19926.2,261.7,2.7
2018-01-24,97.9,1007.4,6.6,-1.0,4492.5,212.1,6.0
2018-01-25,95.8,999.4,7.9,3.9,17813.3,233.8,5.9
2018-01-26,84.9,1013.0,0.5,3.1,11277.9,235.2,3.3
2018-01-27,86.5,1017.0,0.4,2.1,26682.1,238.7,3.5
2018-01-28,93.2,1010.1,2.3,0.5,21212.1,161.5,3.5
2018-01-29,95.3,1003.5,0.0,-0.0,17048.3,81.2,3.1
2018-01-30,90.1,1003.6,1.5,-2.5,7726.7,64.0,3.0
2018-01-31,82.3,1008.9,0.0,-2.5,24965.4,122.2,2.7
2018-02-01,88.5,999.4,23.4,-0.7,5172.9,134.2,5.7
2018-02-02,95.3,1003.3,0.0,1.6,15073.8,193.7,2.7
2018-02-03,93.2,1011.3,0.3,-5.1,22043.8,60.0,4.0
2018-02-04,5.2,1023.7,0.0,-9.4,38845.4,116.5,4.6
2018-02-05,9.4,1024.8,0.0,-8.0,45327.5,95.8,4.9
2018-02-06,85.4,1012.7,2.6,-8.1,9032.9,71.5,3.4
2018-02-07,90.1,1012.6,2.1,-5.6,18621.2,201.6,2.2
2018-02-08,88.0,1019.7,1.1,-2.6,17117.9,195.0,3.6
2018-02-09,88.0,1023.4,0.0,-6.0,15758.8,147.2,2.2
2018-02-10,93.2,1021.8,0.0,-5.9,9629.2,111.8,2.4
2018-02-11,88.0,1012.9,0.7,-3.5,7813.8,124.2,2.6
2018-02-12,94.8,1010.3,5.7,-2.2,9200.0,166.4,4.8
2018-02-13,95.8,1015.3,0.1,0.3,10037.9,184.2,4.6
2018-02-14,97.4,1025.0,0.3,0.1,9103.0,164.7,2.3
2018-02-15,78.1,1027.9,0.4,-3.2,12007.1,123.0,2.9
2018-02-16,87.5,1022.8,0.2,-3.9,8992.1,122.0,2.5
2018-02-17,44.8,1022.5,0.2,-5.0,11435.0,55.2,2.5
2018-02-18,35.9,1023.7,0.0,-8.3,9570.8,121.2,2.4
2018-02-19,46.9,1025.5,0.0,-9.3,19633.3,193.8,3.0
2018-02-20,22.4,1027.7,0.0,-9.8,32502.9,64.0,2.1
2018-02-21,24.0,1028.7,0.0,-11.5,23123.8,84.8,1.5
2018-02-22,5.2,1030.4,0.0,-12.2,25163.3,269.2,1.2
2018-02-23,28.6,1029.8,0.0,-11.4,26451.2,71.7,2.8
2018-02-24,3.1,1036.9,0.0,-13.4,41410.0,30.0,3.4
2018-02-25,51.6,1035.6,0.0,-9.8,39813.3,170.0,3.8
2018-02-26,61.5,1033.7,0.2,-10.2,30346.2,87.1,4.3
2018-02-27,34.4,1044.3,0.0,-16.2,25385.4,57.5,4.5
2018-02-28,12.5,1046.0,0.0,-15.6,27582.9,53.1,3.8
2018-03-01,9.4,1035.8,0.0,-12.7,26890.0,58.9,2.6
2018-03-02,0.0,1022.6,0.0,-9.8,37711.2,68.0,3.0
2018-03-03,31.8,1013.7,0.0,-9.7,33693.3,55.4,2.8
2018-03-04,9.4,1009.9,0.0,-9.6,31532.1,59.6,2.1
2018-03-05,60.4,1012.3,0.0,-8.5,28254.6,87.2,3.1
2018-03-06,68.2,1009.2,0.0,-5.9,41404.2,101.9,5.3
2018-03-07,28.6,1008.9,0.0,-7.1,42216.2,94.2,4.4
2018-03-08,88.0,1007.1,3.5,-4.9,20011.7,102.0,5.1
2018-03-09,93.8,1006.3,2.0,-0.4,6759.2,142.5,3.3
2018-03-10,97.9,1009.9,0.9,0.0,7824.6,126.3,2.6
2018-03-11,91.1,1011.9,0.0,0.6,6570.0,149.8,2.1
2018-03-12,85.9,1005.1,1.1,0.0,8987.5,116.3,3.8
2018-03-13,86.5,993.5,13.6,1.8,2376.7,149.0,2.8
2018-03-14,67.7,1004.5,0.8,-2.3,35093.3,321.8,6.7
2018-03-15,7.8,1018.0,0.0,-6.6,46643.8,193.4,5.0
2018-03-16,0.0,1025.4,0.0,-7.2,48303.3,130.5,4.2
2018-03-17,15.6,1025.9,0.0,-5.6,47775.8,214.6,4.6
2018-03-18,56.2,1013.8,0.0,-1.2,48230.4,273.6,5.2
2018-03-19,56.2,1002.6,0.5,0.3,42802.9,283.7,4.1
2018-03-20,53.6,1009.0,0.6,-3.4,38396.7,229.5,4.7
2018-03-21,52.1,1012.4,0.0,-4.2,42307.1,258.5,3.3
2018-03-22,70.3,999.9,0.6,-0.0,33105.8,277.7,4.6
2018-03-23,33.9,1005.2,0.0,-2.1,48017.9,286.4,3.7
2018-03-24,85.4,1002.5,0.0,0.2,31805.0,247.1,4.3
2018-03-25,67.2,999.2,0.0,1.5,18286.7,227.3,3.9
2018-03-26,24.5,1010.8,0.1,-2.4,45310.8,171.7,4.3
2018-03-27,18.8,1015.7,0.2,-4.0,44659.2,298.8,2.6
2018-03-28,47.4,1014.8,1.2,-2.6,40087.1,295.2,2.9
2018-03-29,6.2,1016.7,0.0,-2.4,44230.4,202.4,2.3
2018-03-30,2.6,1014.1,0.0,-1.8,45639.6,104.3,2.3
2018-03-31,1.0,1012.7,0.0,-1.4,41993.8,105.1,2.1
2018-04-01,60.4,1009.2,0.0,-0.2,32617.9,89.8,3.9
2018-04-02,89.6,993.5,12.0,-0.4,7161.2,155.8,4.9
2018-04-03,14.6,1004.9,0.0,-0.1,37339.6,277.6,4.3
2018-04-04,62.5,1008.6,0.9,1.2,25689.2,140.0,2.8
2018-04-05,94.8,1003.4,1.7,3.5,7527.1,180.7,2.4
2018-04-06,74.0,1002.8,0.8,2.6,25654.2,249.3,4.0
2018-04-07,40.6,1021.2,0.0,3.4,44707.1,263.5,3.9
2018-04-08,64.6,1015.5,0.0,3.9,40142.9,204.1,2.1
2018-04-09,31.2,1008.9,0.8,6.0,24293.8,166.4,3.4
2018-04-10,28.1,1021.7,0.0,3.5,44726.7,82.6,3.9
2018-04-11,4.7,1029.9,1.9,2.5,44306.2,104.8,2.2
2018-04-12,2.1,1028.7,0.0,3.0,34564.2,144.8,1.8
2018-04-13,0.0,1029.4,0.0,4.9,43690.8,108.6,3.0
2018-04-14,0.0,1024.3,0.0,6.2,45551.7,96.7,2.4
2018-04-15,45.3,1018.9,0.0,5.5,28915.8,127.5,1.8
2018-04-16,65.6,1015.2,13.6,7.0,11071.7,129.8,2.7
2018-04-17,75.0,1014.2,0.0,7.5,26634.2,311.5,3.9
2018-04-18,79.2,1018.0,0.0,8.5,29167.9,280.1,3.8
2018-04-19,37.0,1021.3,0.2,10.7,42650.9,334.8,4.9
2018-04-20,44.3,1013.0,0.2,7.7,28350.4,255.2,3.0
2018-04-21,57.8,1001.3,0.2,9.1,40205.0,310.9,6.3
2018-04-22,87.5,1011.9,0.0,4.4,40515.4,202.2,2.8
2018-04-23,45.8,1013.7,0.0,4.3,43788.8,147.7,3.5
2018-04-24,91.7,1002.0,1.4,5.5,22752.5,218.1,2.7
2018-04-25,75.5,996.6,1.2,5.6,20113.3,223.0,2.5
2018-04-26,53.1,999.0,4.3,6.6,38092.5,265.7,2.9
2018-04-27,41.7,1006.7,0.2,5.5,22804.6,239.5,2.4
2018-04-28,50.5,1012.6,0.0,6.6,32500.8,242.7,2.7
2018-04-29,82.3,1013.9,1.6,6.6,13027.9,191.0,1.8
2018-04-30,38.5,1014.4,0.0,7.1,34380.4,173.9,2.3
2018-05-01,93.8,1008.7,2.2,6.4,19887.1,159.3,4.3
2018-05-02,88.5,1013.0,5.3,6.5,22253.8,207.1,3.0
2018-05-03,72.4,1017.4,1.7,7.8,25103.8,170.8,3.1
2018-05-04,67.7,1017.3,0.0,8.0,37507.5,254.6,3.6
2018-05-05,30.7,1023.5,0.0,9.5,42611.2,279.9,2.9
2018-05-06,9.4,1024.0,0.0,10.5,35058.8,256.0,2.7
2018-05-07,0.0,1021.0,0.0,11.7,27837.9,264.5,2.6
2018-05-08,1.6,1022.6,0.0,12.3,43044.2,134.3,2.4
2018-05-09,0.0,1024.4,0.0,11.6,44078.3,111.8,4.2
2018-05-10,0.0,1024.3,0.0,11.8,43883.8,101.8,4.2
2018-05-11,0.0,1025.3,0.0,14.4,43537.1,106.5,3.0
2018-05-12,0.0,1025.1,0.0,15.8,44812.1,122.5,2.0
2018-05-13,0.0,1024.0,0.0,18.3,42043.3,125.0,1.6
2018-05-14,0.0,1022.7,0.0,19.2,36963.8,153.2,1.9
2018-05-15,0.0,1017.9,0.0,21.0,33227.1,178.4,1.7
2018-05-16,18.2,1014.2,0.0,18.3,38480.0,98.7,2.6
2018-05-17,18.8,1012.4,0.0,17.8,41677.5,162.7,2.3
2018-05-18,45.8,1012.6,0.0,14.4,42153.3,88.8,4.7
2018-05-19,4.7,1019.1,0.0,14.0,43080.8,169.1,3.4
2018-05-20,9.4,1025.4,0.0,15.5,43372.5,276.6,2.8
2018-05-21,0.5,1027.4,0.0,16.7,42222.9,243.0,2.5
2018-05-22,18.8,1021.8,0.0,17.2,38428.8,118.1,2.0
2018-05-23,23.4,1021.0,0.0,18.7,38870.4,293.8,3.5
2018-05-24,6.2,1028.3,0.0,14.7,43294.6,118.8,3.0
2018-05-25,0.0,1030.5,0.0,14.9,43198.8,125.3,2.2
2018-05-26,0.0,1028.5,0.0,17.2,40501.2,173.9,2.3
2018-05-27,3.6,1028.5,0.0,17.6,41661.7,111.0,3.5
2018-05-28,0.0,1031.3,0.0,16.1,43383.8,139.0,2.4
2018-05-29,0.0,1022.5,0.0,19.5,38218.3,208.0,3.2
2018-05-30,0.5,1020.7,0.0,18.8,42575.0,224.1,4.5
2018-05-31,1.6,1025.1,0.0,14.8,45963.0,173.6,3.1
2018-06-01,32.8,1018.9,0.0,16.8,42436.7,243.2,3.3
2018-06-02,17.2,1010.3,0.0,18.7,44535.4,273.0,3.4
2018-06-03,8.3,1007.0,0.0,20.3,46186.7,308.8,4.9
2018-06-04,38.5,999.5,0.1,15.6,44612.5,324.6,6.1
2018-06-05,34.4,1004.9,0.0,10.7,46361.2,318.4,6.3
2018-06-06,46.4,1014.5,0.4,10.1,47968.8,313.7,3.4
2018-06-07,39.1,1014.3,0.0,11.2,44776.7,251.5,4.1
2018-06-08,33.3,1016.1,0.0,11.6,46556.2,187.9,3.5
2018-06-09,22.4,1016.4,0.0,13.8,46030.4,282.8,3.1
2018-06-10,21.4,1012.0,0.0,14.8,47213.3,210.7,2.0
2018-06-11,41.7,1002.5,0.0,17.9,40535.8,237.5,2.7
2018-06-12,42.9,1000.6,2.7,15.9,40156.7,173.4,3.8
2018-06-13,37.0,1008.0,0.0,15.3,44654.6,195.7,3.4
2018-06-14,22.9,1012.5,0.0,16.0,45962.5,179.5,2.5
2018-06-15,47.4,1013.7,0.0,16.8,36061.2,246.8,3.3
2018-06-16,6.8,1017.7,0.0,17.1,33577.9,220.0,2.3
2018-06-17,10.9,1016.2,0.0,18.5,41321.2,130.8,2.7
2018-06-18,30.7,1012.3,0.0,17.2,34250.0,238.7,3.6
2018-06-19,47.4,1004.7,7.5,15.2,27587.5,239.9,4.4
2018-06-20,49.0,1007.0,0.0,15.7,34162.1,256.1,4.2
2018-06-21,79.7,1002.3,23.1,13.4,25897.9,181.5,3.0
2018-06-22,69.8,996.9,0.9,11.8,37916.7,234.6,4.9
2018-06-23,6.2,1008.7,0.0,13.0,43685.8,247.7,3.4
2018-06-24,58.3,1009.8,1.0,14.8,46916.2,99.6,3.6
2018-06-25,51.6,1013.7,0.1,14.8,40958.8,145.2,2.6
2018-06-26,15.6,1022.9,0.0,16.8,41477.9,229.2,2.4
2018-06-27,12.0,1026.2,0.0,17.6,42982.1,256.7,3.0
2018-06-28,5.7,1019.8,0.0,18.7,44049.6,256.1,3.1
2018-06-29,63.5,1009.8,4.7,14.4,43858.3,326.1,5.0
2018-06-30,32.8,1016.2,0.0,14.5,48897.9,102.5,5.1
2018-07-01,12.0,1019.0,0.0,16.1,46617.9,51.3,5.7
2018-07-02,75.5,1013.6,12.5,12.8,34903.3,42.0,3.9
2018-07-03,82.3,1008.4,5.5,13.0,14626.2,65.8,2.1
2018-07-04,51.0,1006.7,1.1,15.6,33680.4,175.8,1.8
2018-07-05,68.2,1002.3,4.2,16.7,35042.1,290.0,3.0
2018-07-06,64.1,1002.7,0.2,17.6,41755.8,213.8,4.7
2018-07-07,7.3,1008.0,0.0,21.0,43287.1,325.8,5.2
2018-07-08,58.3,1011.6,0.0,18.8,43949.2,213.5,3.6
2018-07-09,49.5,1014.9,0.0,18.0,42165.8,201.7,2.3
2018-07-10,57.8,1020.3,0.0,17.1,43091.7,127.0,2.0
